125,"Frequent urination or feeling of urgency to urinate
9. [Lower back pain](https://www.medicinenet.com/low_back_pain/article.htm)
10. [Pelvic Pain](https://www.medicinenet.com/pelvic_pain_in_women_and_men/article.htm)
11. Known reproductive problems such as infertility, past miscarriages or early [labor](https://www.medicinenet.com/early_signs_and_symptoms_of_labor/article.htm)
12."
126,"Excessive hair growth on the face, chest, stomach, thumbs, or toes
13. [Baldness](https://www.medicinenet.com/hair_loss/article.htm) or [thinning hair](https://www.medicinenet.com/hair_loss/article.htm)
14. [Acne](https://www.medicinenet.com/acne/article.htm), oily skin, or [dandruff](https://www.medicinenet.com/seborrhea/article.htm)
15. Patches of thickened dark brown or black skin

If you experience any of the above symptoms, see your doctor to determine the cause."
127,"### 9 Signs and symptoms of stomach and digestive diseases

The [digestive system](https://www.medicinenet.com/the_digestion_process_organs_and_functions/article.htm) runs all the way from your mouth, through the esophagus[](https://www.medicinenet.com/image-collection/esophagus_picture/picture.htm), stomach, small intestine, large intestine[](https://www.medicinenet.com/image-collection/intestines_picture/picture.htm) and rectum, to the anus. It also includes the [liver](https://www.medicinenet.com/liver_anatomy_and_function/article.htm), pancreas, and gallbladder. Problems with any of these organs can affect your daily life. Symptoms of stomach or digestive problems include:

1."
128,"Bleeding from the rectum ([rectal bleeding](https://www.medicinenet.com/blood_in_the_stool_rectal_bleeding/article.htm)) 2.  Blood or mucus in the [stool](https://www.medicinenet.com/stool_color_changes/article.htm) (including [diarrhea](https://www.medicinenet.com/diarrhea/article.htm)) or [black stools](https://www.medicinenet.com/stool_color_changes/article.htm)
3.  Change in bowel habits or not being able to control your bowels
4. [Constipation](https://www.medicinenet.com/constipation/article.htm) and/or diarrhea[](https://www.medicinenet.com/diarrhea_digestive_problem_food_pictures_slideshow/article.htm)
5. [Heartburn](https://www.medicinenet.com/heartburn_reflux/article.htm) or [acid reflux](https://www.medicinenet.com/gastroesophageal_reflux_disease_gerd/article.htm) (a burning feeling in the throat or mouth)
6."
129,"Pain or feeling of fullness in the stomach
7.  Unusual abdominal swelling, [bloating](https://www.medicinenet.com/why_am_i_so_bloated/article.htm), or general discomfort
8. Chronic vomiting
9. Vomiting blood

_ For any severe symptoms, go to an emergency room or call 911._"
130,"For mild or moderate symptoms, call a health-care professional who may recommend you see a [gastroenterologist](https://www.medicinenet.com/whats_gastroenterologist/article.htm), a specialist in the digestive system who can help diagnose, manage, or treat your condition. ### Subscribe to MedicineNet's General Health Newsletter

By clicking Submit, I agree to the MedicineNet's Terms & Conditions & [Privacy Policy](https://www.medicinenet.com/script/main/art.asp?articlekey=12507) and understand that I may opt out of MedicineNet's subscriptions at any time. ### 8 Signs and symptoms of skin cancer

[Skin cancer](https://www.medicinenet.com/skin_cancer_overview/article.htm) is the most common form of cancer[](https://www.medicinenet.com/cancer_quiz/quiz.htm) in the U.S., and one type of skin cancer[](https://www.medicinenet.com/skin_cancer_pictures_slideshow/article.htm) - [melanoma](https://www.medicinenet.com/melanoma/article.htm) - is particularly deadly."
131,"It's important to know what your skin normally looks like, and notice any signs and symptoms of skin problems including:

1.  Changes in skin [moles](https://www.medicinenet.com/moles/article.htm), such as changes in shape, color, or size
2. Frequent flushing and redness of face and neck
3. Jaundice[](https://www.medicinenet.com/image-collection/jaundice_picture/picture.htm) (skin and whites of eyes turn yellow)
4. Painful, crusty, scaling, or oozing skin lesions that don't go away or heal
5.  Sensitivity to the sun
6."
132,"Small lump on the skin that is smooth, shiny, and waxy (red or reddish-brown)
7.  New growths or new moles[](https://www.medicinenet.com/image-collection/moles_picture/picture.htm) on the skin
8. Thick, red skin with silvery patches

See a dermatologist (a skin specialist) evaluate any skin problems you are experiencing. ### 8 Signs and symptoms of muscle or joint disease

Many different diseases and conditions can affect the muscles and joints. See a doctor if you experience any of the following symptoms:

1.  Muscle pains and body aches that are persistent, or that come and go often
2.  Numbness, tingling (pins and needles sensation), or discomfort in the hands, feet[](https://www.medicinenet.com/feet_facts_quiz/quiz.htm), or limbs
3."
133,"Pain, tenderness, stiffness, swelling, inflammation, or redness in or around joints
4.  Decreased range of motion of the joints
5. Loss of function of any muscles or joints
6. Muscle weakness
7.  Decreased grip strength
8.  Excessive fatigue

Your general practitioner may refer you to a specialist if you are experiencing muscle or joint problems. You may be referred to a [rheumatologist](https://www.medicinenet.com/rheumatology/article.htm) (specialist in disorders of the joints and autoimmune disorders), an orthopedic physician (specialist in the bones and muscles), or to a physiatrist (specialist in physical medicine and rehabilitation)."
134,"### From ! [Image 3: WebMD Logo](https://images.medicinenet.com/images/promo/logo_webmd.gif)

##### Health Solutions From Our Sponsors

### 12 Signs and symptoms of headache disorders

**Note:** This does not include everyday tension headaches[](https://www.medicinenet.com/migraine_headaches_pictures_slideshow/article.htm). We all have headaches[](https://www.medicinenet.com/headaches_quiz/quiz.htm) from time to time, but if [headaches](https://www.medicinenet.com/morning_headaches/article.htm) are particularly severe or frequent, you may have [migraines](https://www.medicinenet.com/migraine/article.htm) or another serious type of headache disorder."
135,"Symptoms of serious headache disorders include:

1. Headache that comes on suddenly
2. ""The worst headache of your life""
3.  Headache associated with severe dizziness/[fainting](https://www.medicinenet.com/fainting/article.htm), vomiting, and inability to walk
4. Headache associated with confusion, seizure, difficulty speaking, or weakness/numbness in the limbs
5.  Severe headache associated with neck stiffness and [fever](https://www.medicinenet.com/aches_pain_fever/article.htm)"
136,"_ If you have any of the above symptoms, go to an emergency room right away or call 911._ Other symptoms of headache problems include:

6. Headaches between the eyes
7.  Headaches that last longer than a couple of days
8."
137,"Seeing flashing lights or zigzag lines with temporary vision loss before a headache starts
9. Spreading pain in the face that starts in one eye
10. Severe pain on one or both sides of the head with nausea or vision problems
11. Extremely severe headache with pain around the eye with tearing and redness, runny nose, and eyelid[](https://www.medicinenet.com/eye_diseases_pictures_slideshow/article.htm) droop.
12."
138,"Tell your doctor if you experience any of these symptoms of headache disorders. You may be referred to a headache specialist, usually a [neurologist](https://www.medicinenet.com/about_neurologist/article.htm). ### 14 Signs and symptoms of eating disorders and weight problems

Most of us gain or lose some weight from time to time, and this is usually normal. For some people who have eating disorders[](https://www.medicinenet.com/eating_disorders_pictures_slideshow/article.htm) such as [bulimia](https://www.medicinenet.com/bulimia_nervosa/article.htm) or [anorexia](https://www.medicinenet.com/anorexia_nervosa/article.htm) nervosa, a preoccupation with weight becomes a serious medical issue."
139,"Signs and symptoms of eating or weight problems include:

1. Extreme thirst, [dehydration](https://www.medicinenet.com/dehydration/article.htm), or hunger
2. Losing weight without trying or abnormal [weight loss](https://www.medicinenet.com/weight_loss/article.htm)
3. Desire to binge on food excessively
4."
140,"Desire to vomit on purpose
5. Desire to starve (not eat at all)
6. A preoccupation with food and weight
7.  Distorted [body image](https://www.medicinenet.com/beauty_and_body_image/article.htm)
8.  Excessive fear of gaining weight
9.  Refusing to eat or eating tiny portions or eating alone
10. Compulsive exercise[](https://www.medicinenet.com/exercise_and_fitness_quiz/quiz.htm)
11."
141,"Sensitivity to cold
12. Menstruation ceases
13. Abuse of laxatives, diuretics, or [diet](https://www.medicinenet.com/diet_plans_and_programs/article.htm) pills
14. [Depression](https://www.medicinenet.com/depression/article.htm)"
142,"_ Eating disorders are very serious and can lead to severe medical complications, and even death. _ Tell a healthcare professional about your issues with food and weight, or get help if you have a loved one who suffers from these issues. In addition to a doctor who specializes in treating eating disorders, you may need to see a dietitian, a psychiatrist, and an eating disorder therapist."
143,[![Image 4](https://images.medicinenet.com/images/featured/detail_heart4.jpg) #### IMAGES Symptoms of 12 Serious Diseases and Health Problems See a detailed medical illustration of the heart plus our entire medical gallery of human anatomy and physiology See Images](https://www.medicinenet.com/image-collection/heart_detail_picture/picture.htm)
144,"Title: Signs and symptoms - Wikipedia

URL Source: https://en.wikipedia.org/wiki/Signs_and_symptoms

Markdown Content:
From Wikipedia, the free encyclopedia

[! [Image 1: A diagram of a human torso labelled with the most common symptoms of an acute HIV infection](https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Symptoms_of_acute_HIV_infection.svg/290px-Symptoms_of_acute_HIV_infection.svg.png)](https://en.wikipedia.org/wiki/File:Symptoms_of_acute_HIV_infection.svg)

Signs (including [enlarged liver and spleen](https://en.wikipedia.org/wiki/Hepatosplenomegaly ""Hepatosplenomegaly"")) and symptoms (including headache and vomiting) of acute [HIV infection](https://en.wikipedia.org/wiki/HIV_infection ""HIV infection"") **Signs and symptoms** are the observed or detectable signs, and experienced symptoms of an [illness](https://en.wikipedia.org/wiki/Disease ""Disease""), injury, or condition. Signs are objective and externally observable; symptoms are a person's reported subjective experiences.[\[1\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-1)

A sign for example may be a higher or lower temperature than normal, raised or lowered blood pressure or an abnormality showing on a [medical scan](https://en.wikipedia.org/wiki/Medical_imaging ""Medical imaging"")."
145,"A symptom is something out of the ordinary that is experienced by an individual such as feeling feverish, a headache or other pains in the body.[\[2\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-CTG-2)[\[3\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-NHS-3) A medical sign is an [objective](https://en.wikipedia.org/wiki/Objectivity_(science) ""Objectivity (science)"") observable indication of a disease, injury, or [medical condition](https://en.wikipedia.org/wiki/Medical_condition ""Medical condition"") that may be detected during a [physical examination](https://en.wikipedia.org/wiki/Physical_examination ""Physical examination"").[\[4\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-MW2-4) These signs may be visible, such as a [rash](https://en.wikipedia.org/wiki/Rash ""Rash"") or [bruise](https://en.wikipedia.org/wiki/Bruise ""Bruise""), or otherwise detectable such as by [using a stethoscope](https://en.wikipedia.org/wiki/Auscultation ""Auscultation"") or taking [blood pressure](https://en.wikipedia.org/wiki/Blood_pressure ""Blood pressure"")."
146,"Medical signs, along with [symptoms](https://en.wikipedia.org/wiki/Symptom ""Symptom""), help in forming a [diagnosis](https://en.wikipedia.org/wiki/Medical_diagnosis ""Medical diagnosis""). Some examples of signs are [nail clubbing](https://en.wikipedia.org/wiki/Nail_clubbing ""Nail clubbing"") of either the fingernails or toenails[\[5\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-r465-5) or an [abnormal gait](https://en.wikipedia.org/wiki/Abnormal_gait ""Abnormal gait"").[\[6\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-g049-6) A _sign_ is different from an ""_"
147,"[indication](https://en.wikipedia.org/wiki/Indication_(medicine) ""Indication (medicine)"")_"" – the activity of a condition 'pointing to' (thus ""indicating"") a remedy, not the reverse (viz. , it is not a remedy 'pointing to' a condition)[\[7\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-7) – which is a specific reason for using a particular [treatment](https://en.wikipedia.org/wiki/Therapy ""Therapy"").\[_[clarification needed](https://en.wikipedia.org/wiki/Wikipedia:Please_clarify ""Wikipedia:Please clarify"")_\]

A symptom is something felt or experienced, such as pain or dizziness. Signs and symptoms are not mutually exclusive, for example a subjective feeling of fever can be noted as sign by using a thermometer that registers a high reading.[\[8\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-8) The [CDC](https://en.wikipedia.org/wiki/Centers_for_Disease_Control_and_Prevention ""Centers for Disease Control and Prevention"") lists various diseases by their signs and symptoms such as for [measles](https://en.wikipedia.org/wiki/Measles#Signs_and_symptoms ""Measles"") which includes a high [fever](https://en.wikipedia.org/wiki/Fever ""Fever""), [conjunctivitis](https://en.wikipedia.org/wiki/Conjunctivitis ""Conjunctivitis""), and [cough](https://en.wikipedia.org/wiki/Cough ""Cough""), followed a few days later by the measles [rash](https://en.wikipedia.org/wiki/Maculopapular_rash ""Maculopapular rash"").[\[9\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-CDC1-9)

### Cardinal signs and symptoms

\[[edit](https://en.wikipedia.org/w/index.php?title=Signs_and_symptoms&action=edit&section=5 ""Edit section: Cardinal signs and symptoms"")\]

Cardinal signs and symptoms are very specific even to the point of being [pathognomonic](https://en.wikipedia.org/wiki/Pathognomonic ""Pathognomonic"")."
148,"A cardinal sign or cardinal symptom can also refer to the major sign or symptom of a disease.[\[10\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-Basu-10) Abnormal [reflexes](https://en.wikipedia.org/wiki/Reflex ""Reflex"") can indicate problems with the [nervous system](https://en.wikipedia.org/wiki/Nervous_system ""Nervous system""). Signs and symptoms are also applied to physiological states outside the context of disease, as for example when referring to the [signs and symptoms of pregnancy](https://en.wikipedia.org/wiki/Signs_and_symptoms_of_pregnancy ""Signs and symptoms of pregnancy""), or the symptoms of [dehydration](https://en.wikipedia.org/wiki/Dehydration ""Dehydration""). Sometimes a disease may be present without showing any signs or symptoms when it is known as being [asymptomatic](https://en.wikipedia.org/wiki/Asymptomatic ""Asymptomatic"").[\[11\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-MW-11) The disorder may be discovered through tests including scans."
149,"An [infection](https://en.wikipedia.org/wiki/Infection ""Infection"") may be asymptomatic but still be [transmissible](https://en.wikipedia.org/wiki/Transmission_(medicine) ""Transmission (medicine)"").[\[11\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-MW-11)

Signs and symptoms are often non-specific, but some combinations can be suggestive of certain [diagnoses](https://en.wikipedia.org/wiki/Medical_diagnosis ""Medical diagnosis""), helping to narrow down what may be wrong. A particular set of characteristic signs and symptoms that may be associated with a disorder is known as a [syndrome](https://en.wikipedia.org/wiki/Syndrome ""Syndrome""). When a disease is evidenced by symptoms it is known as **symptomatic**."
150,"There are many conditions including [subclinical infections](https://en.wikipedia.org/wiki/Subclinical_infection ""Subclinical infection"") that display no symptoms, and these are termed [asymptomatic](https://en.wikipedia.org/wiki/Asymptomatic ""Asymptomatic""). Signs and symptoms may be mild or severe, brief or longer-lasting when they may become reduced ([remission](https://en.wikipedia.org/wiki/Remission_(medicine) ""Remission (medicine)"")), or then recur ([relapse](https://en.wikipedia.org/wiki/Relapse ""Relapse"") or [recrudescence](https://en.wikipedia.org/wiki/Recrudescence ""Recrudescence"")) known as a [flare-up](https://en.wikipedia.org/wiki/Disease#Stages ""Disease""). A flare-up may show more severe symptoms.[\[12\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-Shiel_2019-12)

The term [chief complaint](https://en.wikipedia.org/wiki/Chief_complaint ""Chief complaint""), also ""presenting problem"", is used to describe the initial concern of an individual when seeking medical help, and once this is clearly noted a [history of the present illness](https://en.wikipedia.org/wiki/History_of_the_present_illness ""History of the present illness"") may be taken. The symptom that ultimately leads to a [diagnosis](https://en.wikipedia.org/wiki/Diagnosis ""Diagnosis"") is called a cardinal symptom.\[_[citation needed](https://en.wikipedia.org/wiki/Wikipedia:Citation_needed ""Wikipedia:Citation needed"")_\]"
151,"Some symptoms can be misleading as a result of [referred pain](https://en.wikipedia.org/wiki/Referred_pain ""Referred pain""), where for example a pain in the right shoulder may be due to [an inflamed gallbladder](https://en.wikipedia.org/wiki/Cholecystitis ""Cholecystitis"") and not to presumed muscle strain.[\[13\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-Harrison's-13)

Many diseases have an early [prodromal](https://en.wikipedia.org/wiki/Prodromal ""Prodromal"") stage where a few signs and symptoms may suggest the presence of a disorder before further specific symptoms may emerge. [Measles](https://en.wikipedia.org/wiki/Measles ""Measles"") for example has a prodromal presentation that includes a hacking cough, fever, and [Koplik's spots](https://en.wikipedia.org/wiki/Koplik%27s_spots ""Koplik's spots"") in the mouth.[\[14\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-MSD-14) Over half of [migraine](https://en.wikipedia.org/wiki/Migraine ""Migraine"") episodes have a prodromal phase.[\[15\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-Five2004-15) [Schizophrenia](https://en.wikipedia.org/wiki/Schizophrenia#Onset ""Schizophrenia"") has a notable prodromal stage,[\[16\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-DSM5-16) as has [dementia](https://en.wikipedia.org/wiki/Dementia#Prodromal ""Dementia"").[\[17\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-Sherman-17)

### Nonspecific symptoms

\[[edit](https://en.wikipedia.org/w/index.php?title=Signs_and_symptoms&action=edit&section=10 ""Edit section: Nonspecific symptoms"")\]

Some symptoms are _specific_, that is, they are associated with a single, specific medical condition.\[_[citation needed](https://en.wikipedia.org/wiki/Wikipedia:Citation_needed ""Wikipedia:Citation needed"")_\]

_Nonspecific symptoms_, sometimes also called _equivocal symptoms_,[\[18\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-18) are not specific to a particular condition. They include unexplained weight loss, headache, pain, fatigue, loss of appetite, night sweats, and [malaise](https://en.wikipedia.org/wiki/Malaise ""Malaise"").[\[19\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-concept-19)"
152,"A group of three particular nonspecific symptoms – fever, night sweats, and weight loss – over a period of six months are termed [B symptoms](https://en.wikipedia.org/wiki/B_symptoms ""B symptoms"") associated with [lymphoma](https://en.wikipedia.org/wiki/Lymphoma ""Lymphoma"") and indicate a poor prognosis.[\[20\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-ILS-20)

Other sub-types of symptoms include:

*   _constitutional_ or _general symptoms_, which affect general well-being or the whole body, such as a fever;[\[21\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-21)[\[22\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-22)
*   _concomitant symptoms_, which are symptoms that occur at the same time as the primary symptom;[\[23\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-23) *   _prodromal symptoms_, which are the first symptoms of an bigger set of problems;[\[24\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-24)
*   _delayed symptoms_, which happen some time after the trigger;[\[25\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-25) and
*   _objective symptoms_, which are symptoms whose existence can be observed and confirmed by a healthcare provider.[\[26\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-26) [Vital signs](https://en.wikipedia.org/wiki/Vital_signs ""Vital signs"") are the four signs that can give an immediate measurement of the body's overall functioning and health status. They are [temperature](https://en.wikipedia.org/wiki/Body_temperature ""Body temperature""), [heart rate](https://en.wikipedia.org/wiki/Heart_rate ""Heart rate""), [breathing rate](https://en.wikipedia.org/wiki/Breathing_rate ""Breathing rate""), and [blood pressure](https://en.wikipedia.org/wiki/Blood_pressure"
153,"""Blood pressure""). The [ranges](https://en.wikipedia.org/wiki/Reference_ranges ""Reference ranges"") of these measurements vary with age, weight, gender and with general health.[\[27\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-ProHealth-27) A digital application has been developed for use in clinical settings that measures three of the vital signs (not temperature) using just a [smartphone](https://en.wikipedia.org/wiki/Smartphone ""Smartphone""), and has been approved by [NHS England](https://en.wikipedia.org/wiki/NHS_England ""NHS England""). The application is registered as _Lifelight First_, and"
154,"_Lifelight Home_ is under development (2020) for monitoring-use by people at home using just the camera on their smartphone or tablet. This will additionally measure [oxygen saturation](https://en.wikipedia.org/wiki/Oxygen_saturation_(medicine) ""Oxygen saturation (medicine)"") and [atrial fibrillation](https://en.wikipedia.org/wiki/Atrial_fibrillation ""Atrial fibrillation""). Other devices are then not needed.[\[28\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-AI-28) Many conditions are indicated by a group of known signs, or signs and symptoms."
155,"These can be a group of three known as a triad; a group of four (""tetrad""); or a group of five (""pentad"").\[_[citation needed](https://en.wikipedia.org/wiki/Wikipedia:Citation_needed ""Wikipedia:Citation needed"")_\]

An example of a triad is [Meltzer's triad](https://en.wikipedia.org/wiki/Meltzer%27s_triad ""Meltzer's triad"") presenting [purpura](https://en.wikipedia.org/wiki/Purpura ""Purpura"") a rash, [arthralgia](https://en.wikipedia.org/wiki/Arthralgia ""Arthralgia"") painful joints, and [myalgia](https://en.wikipedia.org/wiki/Myalgia ""Myalgia"") painful and weak muscles. Meltzer's triad indicates the condition [cryoglobulinemia](https://en.wikipedia.org/wiki/Cryoglobulinemia ""Cryoglobulinemia""). [Huntington's disease](https://en.wikipedia.org/wiki/Huntington%27s_disease ""Huntington's disease"") is a [neurodegenerative disease](https://en.wikipedia.org/wiki/Neurodegenerative_disease"
156,"""Neurodegenerative disease"") that is characterized by a triad of motor, cognitive, and psychiatric signs and symptoms.[\[29\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-Jensen-29) A large number of these groups that can be characteristic of a particular disease are known as a [syndrome](https://en.wikipedia.org/wiki/Syndrome ""Syndrome""). [Noonan syndrome](https://en.wikipedia.org/wiki/Noonan_syndrome ""Noonan syndrome"") for example, has a diagnostic set of unique facial and musculoskeletal features.[\[30\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-Genetics-30) Some syndromes such as [nephrotic syndrome](https://en.wikipedia.org/wiki/Nephrotic_syndrome ""Nephrotic syndrome"") may have a number of underlying causes that are all related to diseases that affect the [kidneys](https://en.wikipedia.org/wiki/Kidney ""Kidney"").[\[31\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-NIDDK-31) Sometimes a child or young adult may have symptoms suggestive of a [genetic disorder](https://en.wikipedia.org/wiki/Genetic_disorder"
157,"""Genetic disorder"") that cannot be [identified](https://en.wikipedia.org/wiki/Diagnosis ""Diagnosis"") even after [genetic testing](https://en.wikipedia.org/wiki/Genetic_testing ""Genetic testing""). In such cases the term [SWAN](https://en.wikipedia.org/wiki/Syndrome_without_a_name ""Syndrome without a name"") (syndrome without a name) may be used. Often a diagnosis may be made at some future point when other more specific symptoms emerge but many cases may remain undiagnosed. The inability to diagnose may be due to a unique combination of symptoms or an overlap of conditions, or to the symptoms being atypical of a known disorder, or to the disorder being extremely rare.[\[32\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-swan-32)

It is possible that a person with a particular syndrome might not display every single one of the signs and/or symptoms that compose/define a syndrome.\[_[citation needed](https://en.wikipedia.org/wiki/Wikipedia:Citation_needed ""Wikipedia:Citation needed"")_\]

### Positive and negative

\[[edit](https://en.wikipedia.org/w/index.php?title=Signs_and_symptoms&action=edit&section=13 ""Edit section: Positive and negative"")\]

Sensory symptoms can also be described as **positive symptoms**, or as **negative symptoms** depending on whether the symptom is abnormally present such as tingling or itchiness, or abnormally absent such as [loss of smell](https://en.wikipedia.org/wiki/Anosmia ""Anosmia"")."
158,"The following terms are used for negative symptoms – [hypoesthesia](https://en.wikipedia.org/wiki/Hypoesthesia ""Hypoesthesia"") is a partial loss of sensitivity to moderate stimuli, such as pressure, touch, warmth, cold. [Anesthesia](https://en.wikipedia.org/wiki/Anesthesia ""Anesthesia"") is the complete loss of sensitivity to stronger stimuli, such as pinprick. [Hypoalgesia](https://en.wikipedia.org/wiki/Hypoalgesia ""Hypoalgesia"") (analgesia) is loss of sensation to painful stimuli.[\[33\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-33)

Symptoms are also grouped in to negative and positive for some [mental disorders](https://en.wikipedia.org/wiki/Mental_disorder ""Mental disorder"") such as [schizophrenia](https://en.wikipedia.org/wiki/Schizophrenia ""Schizophrenia"").[\[34\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-SGG-34) [Positive symptoms](https://en.wikipedia.org/wiki/Schizophrenia#Positive_symptoms ""Schizophrenia"") are those that are present in the disorder and are not normally experienced by most individuals and reflects an excess or distortion of normal functions;[\[35\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-Understanding_Psychosis_Fact_Sheet-35) examples are [hallucinations](https://en.wikipedia.org/wiki/Hallucinations ""Hallucinations""), [delusions](https://en.wikipedia.org/wiki/Delusions ""Delusions""), and bizarre behavior.\[_[citation needed](https://en.wikipedia.org/wiki/Wikipedia:Citation_needed ""Wikipedia:Citation needed"")_\]"
159,"[Negative symptoms](https://en.wikipedia.org/wiki/Schizophrenia#Negative_symptoms ""Schizophrenia"") are functions that are normally found but that are diminished or absent, such as [apathy](https://en.wikipedia.org/wiki/Apathy ""Apathy"") and [anhedonia](https://en.wikipedia.org/wiki/Anhedonia ""Anhedonia"").[\[35\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-Understanding_Psychosis_Fact_Sheet-35)

Dynamic symptoms are capable of change depending on circumstance, whereas static symptoms are fixed or unchanging regardless of circumstance. For example, the symptoms of [exercise intolerance](https://en.wikipedia.org/wiki/Exercise_intolerance ""Exercise intolerance"") are dynamic as they are brought on by exercise, but alleviate during rest. Fixed [muscle weakness](https://en.wikipedia.org/wiki/Muscle_weakness ""Muscle weakness"") is a static symptom as the muscle will be weak regardless of exercise or rest.\[_[citation needed](https://en.wikipedia.org/wiki/Wikipedia:Citation_needed ""Wikipedia:Citation needed"")_\]

A majority of patients with [metabolic myopathies](https://en.wikipedia.org/wiki/Metabolic_myopathy ""Metabolic myopathy"") have dynamic rather than static findings, typically experiencing exercise intolerance, muscle pain, and cramps with exercise rather than fixed weakness.[\[36\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-36)"
160,"Those with the metabolic myopathy of [McArdle's disease (GSD-V)](https://en.wikipedia.org/wiki/Glycogen_storage_disease_type_V ""Glycogen storage disease type V"") and some individuals with [phosphoglucomutase deficiency (CDG1T/GSD-XIV)](https://en.wikipedia.org/wiki/Phosphoglucomutase#Disease_relevance ""Phosphoglucomutase""), initially experience exercise intolerance during mild-moderate aerobic exercise, but the symptoms alleviate after 6–10 minutes in what is known as ""[second wind](https://en.wikipedia.org/wiki/Second_wind ""Second wind"")"". Neuropsychiatric symptoms are present in many [degenerative disorders](https://en.wikipedia.org/wiki/Degenerative_disorder ""Degenerative disorder"") including [dementia](https://en.wikipedia.org/wiki/Dementia ""Dementia""), and [Parkinson's disease](https://en.wikipedia.org/wiki/Parkinson%27s_disease ""Parkinson's disease""). Symptoms commonly include [apathy](https://en.wikipedia.org/wiki/Apathy ""Apathy""), [anxiety](https://en.wikipedia.org/wiki/Anxiety ""Anxiety""), and [depression](https://en.wikipedia.org/wiki/Depression_(mood) ""Depression (mood)"").[\[37\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-Mueller-37) [Neurological and psychiatric symptoms](https://en.wikipedia.org/wiki/Wilson%27s_disease#Neuropsychiatric_symptoms ""Wilson's disease"") are also present in some [genetic disorders](https://en.wikipedia.org/wiki/Genetic_disorder"
161,"""Genetic disorder"") such as [Wilson's disease](https://en.wikipedia.org/wiki/Wilson%27s_disease ""Wilson's disease"").[\[38\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-NIDDK1-38) Symptoms of [executive dysfunction](https://en.wikipedia.org/wiki/Executive_dysfunction ""Executive dysfunction"") are often found in many disorders including [schizophrenia](https://en.wikipedia.org/wiki/Schizophrenia ""Schizophrenia""), and [ADHD](https://en.wikipedia.org/wiki/ADHD ""ADHD"").[\[39\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-Lesh-39)[\[40\]](https://en.wikipedia.org/wiki/Signs_and_symptoms#cite_note-Brown-40) [Radiologic signs](https://en.wikipedia.org/wiki/Radiologic_sign ""Radiologic sign"") are abnormal [medical findings](https://en.wikipedia.org/wiki/Medical_findings ""Medical findings"") on [imaging scanning](https://en.wikipedia.org/wiki/Medical_imaging ""Medical imaging""). These include the [Mickey Mouse sign](https://en.wikipedia.org/wiki/Mickey_Mouse_sign ""Mickey Mouse sign"") and the [Golden S sign](https://en.wikipedia.org/wiki/Golden_S_sign ""Golden S sign"")."
